,latitude,longitude
0,42.356375305463075,-71.06213512963006
1,42.3163311419595,-71.06035002432111
2,42.335002009514405,-71.07505997965448
3,42.27282499935102,-71.14368898303007
4,42.355123390368036,-71.06087979851635
5,42.328470022679966,-71.0701000481234
6,42.355216248269386,-71.06012863469122
7,42.379665975354314,-71.03022499754965
8,42.35618001845723,-71.06944004957653
9,42.32411100531873,-71.07582900103701
10,42.353143007070415,-71.06144298692786
11,42.333496016193855,-71.073387954796
12,42.31327921688165,-71.05292093021899
13,42.328665234282205,-71.0703755299077
14,42.33401828958511,-71.07638123930862
15,42.31581501616131,-71.08734704525477
16,42.343490956724125,-71.0643519977526
17,42.316854555201864,-71.07457616914428
18,42.31822997875207,-71.09094999994325
19,42.35624996765003,-71.06219005054983
20,42.29673351211901,-71.0761864808878
21,42.33252400776082,-71.0721390207797
22,42.3378759969905,-71.04651600709391
23,42.33492995918484,-71.0763699947807
24,42.256215920402155,-71.12401947329023
25,42.31623974816479,-71.06695149828681
26,42.357686450592524,-71.06075134051291
27,42.291722094307964,-71.11965460242159
28,42.33252400776082,-71.0721390207797
29,42.314477024395686,-71.09138704565484
30,42.35624996765003,-71.06219005054983
31,42.35633323663546,-71.05440282341449
32,42.33130600406084,-71.07194705097945
33,42.361838566564714,-71.05976489094158
34,42.36317595813618,-71.05693903481118
35,42.269098509623966,-71.0936145778819
36,42.297212969642636,-71.06104499957357
37,42.350096010535424,-71.07732098429399
38,42.350661739044675,-71.0660223169682
39,42.314267975506404,-71.09153905340465
40,42.33544997452736,-71.07447003174087
41,42.333951248393774,-71.07538938822692
42,42.33231895523869,-71.0712059846215
43,42.343219992187244,-71.09456003270992
44,42.33715303343911,-71.07402500675465
45,42.35433998363569,-71.06171301395369
46,42.36654298921746,-71.05742812132196
47,42.336979999937846,-71.07631598408616
48,42.334909956083834,-71.07517004893332
49,42.33349998017161,-71.07350999617319
50,42.36646325495453,-71.06067800956681
51,42.33902200350492,-71.07627998359747
52,42.31904095915661,-71.07775399146878
53,42.31904095915661,-71.07775399146878
54,42.31637400801798,-71.08290695630066
55,42.36127996561001,-71.06374998294558
56,42.28747650962309,-71.10695495663543
57,42.34198295972969,-71.06302199857744
58,42.35647753446067,-71.06142472382297
59,42.286087959563694,-71.09093401094886
60,42.313586031743725,-71.09798202854029
61,42.333496016193855,-71.073387954796
62,42.355407375169605,-71.06312432552214
63,42.274994006680785,-71.07218901724026
64,42.34842699032852,-71.06411398994886
65,42.285029983261936,-71.05517304116798
66,42.356501955762994,-71.06200003967024
67,42.33252400776082,-71.0721390207797
68,42.35670997167868,-71.06021994996486
69,42.36074630801781,-71.06366014613627
70,42.30645148272501,-71.07730382339871
71,42.334909956083834,-71.07517004893332
72,42.31066595827528,-71.07775999682421
73,42.330156463625116,-71.0629860389594
74,42.2823189944733,-71.09961405143694
75,42.370143024632824,-71.03891102828021
76,42.36124326869168,-71.06497327027982
77,42.35563595382303,-71.06289601257407
78,42.298496993683905,-71.08376399104993
79,42.34285014259629,-71.06516234666387
80,42.355123390368036,-71.06087979851635
81,42.385321978912266,-71.01299899010232
82,42.360369007723634,-71.05672198080326
83,42.3331550046963,-71.03328401530715
84,42.361838566564714,-71.05976489094158
85,42.288865350032246,-71.07738439259764
86,42.268671009792456,-71.09381904199151
87,42.35624996765003,-71.06219005054983
88,42.309435020119544,-71.10457001505117
89,42.3643430261743,-71.05987600796638
90,42.356501955762994,-71.06200003967024
91,42.31501292551643,-71.09756690152177
92,42.30159797231485,-71.06766796565064
93,42.29967304062781,-71.06511601499348
94,42.34942049769115,-71.08315799739897
95,42.35166703879809,-71.0642770069012
96,42.35626401204158,-71.0622609628789
97,42.31349602138435,-71.07952098034565
98,42.33252400776082,-71.0721390207797
99,42.33700200415136,-71.09714000528234
100,42.33293399891861,-71.09240494335069
101,42.34950001108261,-71.07948002423015
102,42.356375305463075,-71.06213512963006
103,42.35091003042088,-71.05852996442474
104,42.35043296884183,-71.05873157807835
105,42.352373017361835,-71.06260904632752
106,42.3530880327173,-71.06253904458899
107,42.34980174544626,-71.07840978002983
108,42.364501960645214,-71.0628829417689
109,42.3481315830497,-71.08027001562783
110,42.295115972230356,-71.08402899008802
111,42.30339597352949,-71.08428495409163
112,42.3210416905708,-71.07215290722797
113,42.350540021714295,-71.13106699302176
114,42.30339999920008,-71.08504997638192
115,42.383537429793975,-71.07191075632804
116,42.385321978912266,-71.01299899010232
117,42.307488000407915,-71.0759529843196
118,42.287526020379495,-71.15229794531894
119,42.33252400776082,-71.0721390207797
120,42.350096010535424,-71.07732098429399
121,42.33511903946614,-71.07491709613726
122,42.334288406594155,-71.07239517543796
123,42.374322040476514,-71.03780297030556
124,42.38084401591762,-71.02501000303873
125,42.2845180066199,-71.0872330499765
126,42.33415703987233,-71.10480504762064
127,42.3593299565636,-71.05354994316879
128,42.36124802362634,-71.06096301160248
129,42.316575991384475,-71.09015205187445
130,42.35552196551995,-71.1327889953157
131,42.31790476282511,-71.06706881175673
132,42.35358129214585,-71.06236664552554
133,42.356585003345934,-71.06189504798772
134,42.35972136485405,-71.05852360114129
135,42.35892278751083,-71.0583535444055
136,42.356921104103904,-71.06152940460662
137,42.352418147286066,-71.06525498581209
138,42.36275808126071,-71.05911651988579
139,42.35674089336639,-71.05794653888623
140,42.358977590363246,-71.05702370656526
141,42.3593409902667,-71.05333099954403
142,42.359286996590036,-71.05379101582544
143,42.36410357322303,-71.05179498627747
144,42.36020463583606,-71.0562081611498
145,42.359302334663646,-71.05556915693893
146,42.35799189511452,-71.05730964378331
147,42.35952721366211,-71.0535883930941
148,42.35648630460298,-71.05928144939367
149,42.355216248269386,-71.06012863469122
150,42.355216248269386,-71.06012863469122
151,42.356492958837165,-71.05259106610272
152,42.357947912495824,-71.05082219162912
153,42.34997256219053,-71.06348816860363
154,42.351234233031505,-71.06213842399693
155,42.355123390368036,-71.06087979851635
156,42.3532756075195,-71.06345772204415
157,42.35142278267794,-71.0608450799525
158,42.355407375169605,-71.06312432552214
159,42.352072379909714,-71.05975342200742
160,42.355407375169605,-71.06312432552214
161,42.355407375169605,-71.06312432552214
162,42.35521428732261,-71.06206350909659
163,42.355123390368036,-71.06087979851635
164,42.355123390368036,-71.06087979851635
165,42.35218277629835,-71.055678802816
166,42.35370584469061,-71.05898586899663
167,42.34997839699486,-71.05683752420933
168,42.35043296884183,-71.05873157807835
169,42.355123390368036,-71.06087979851635
170,42.35456406220822,-71.06147417777582
171,42.36463708313077,-71.05308448372533
172,42.36275239684634,-71.05556460633578
173,42.35563595382303,-71.06289601257407
174,42.36423840160728,-71.06165515011014
175,42.360644695548025,-71.07086192011141
176,42.365374796420454,-71.06154161481645
177,42.3626074984039,-71.06132725274803
178,42.36761590614277,-71.06601360242783
179,42.363945088607956,-71.05942841351614
180,42.35827471343007,-71.07057867050449
181,42.36116015143743,-71.07001525913154
182,42.362167708902106,-71.06827020408886
183,42.364895270027304,-71.06050249015775
184,42.36169720241245,-71.06685877879289
185,42.36552998463411,-71.06120001005544
186,42.364966632725384,-71.06157973765418
187,42.36423840160728,-71.06165515011014
188,42.36113122629886,-71.06484333743568
189,42.365374796420454,-71.06154161481645
190,42.346764628542196,-71.08747789104905
191,42.33332887521637,-71.10659533965244
192,42.34840576247316,-71.08688338740227
193,42.35038759600337,-71.08785290063189
194,42.31631666104053,-71.10297210108513
195,42.34980174544626,-71.07840978002983
196,42.34762276726666,-71.0760673490331
197,42.361838566564714,-71.05976489094158
198,42.350661739044675,-71.0660223169682
199,42.35272947428534,-71.06256290848422
200,42.34451294296881,-71.08049717035647
201,42.35272947428534,-71.06256290848422
202,42.344539112231274,-71.07358770006816
203,42.34980174544626,-71.07840978002983
